OLD LGA ID,New LGA-ID,LGA,OLD state id,NEW STATE ID,State,Composite,Wallet,Wallet_ID,Federal Constituency,Federal_Constituency_ID,Senatorial Zone,Senatorial_ID,Geo-Political Zone,Geopolitical_ID,
179,174,Biase,10,9,CROSS RIVER,Biase_CROSS RIVER,Eyowo,1,AKAMKPA/BIASE,79,CROSS RIVER North,26,South-South,5,
184,175,Boki,10,9,CROSS RIVER,Boki_CROSS RIVER,Eyowo,1,IKOM/BOKI,83,CROSS RIVER Central,25,South-South,5,
193,176,Calabar Municipal,10,9,CROSS RIVER,Calabar Municipal_CROSS RIVER,Eyowo,1,CALABAR MUNICIPAL/ ODUKPANI,82,CROSS RIVER South,27,South-South,5,
189,177,Calabar South,10,9,CROSS RIVER,Calabar South_CROSS RIVER,Eyowo,1,AKPABUYO/BAKASSI/CALABAR SOUTH,80,CROSS RIVER South,27,South-South,5,
190,178,Etung,10,9,CROSS RIVER,Etung_CROSS RIVER,Eyowo,1,OBUBRA/ETUNG,84,CROSS RIVER Central,25,South-South,5,
181,179,Ikom,10,9,CROSS RIVER,Ikom_CROSS RIVER,Eyowo,1,IKOM/BOKI,83,CROSS RIVER Central,25,South-South,5,
187,180,Obanliku,10,9,CROSS RIVER,Obanliku_CROSS RIVER,Eyowo,1,BEKWARRA/OBUDU/OBANLIKU,81,CROSS RIVER North,26,South-South,5,
183,181,Obubra,10,9,CROSS RIVER,Obubra_CROSS RIVER,Eyowo,1,OBUBRA/ETUNG,84,CROSS RIVER Central,25,South-South,5,
188,182,Obudu,10,9,CROSS RIVER,Obudu_CROSS RIVER,Eyowo,1,BEKWARRA/OBUDU/OBANLIKU,81,CROSS RIVER North,26,South-South,5,
177,183,Odukpani,10,9,CROSS RIVER,Odukpani_CROSS RIVER,Eyowo,1,CALABAR MUNICIPAL/ ODUKPANI,82,CROSS RIVER South,27,South-South,5,
185,184,Ogoja,10,9,CROSS RIVER,Ogoja_CROSS RIVER,Eyowo,1,OGOJA/YALA,85,CROSS RIVER North,26,South-South,5,
182,185,Yakuur,10,9,CROSS RIVER,Yakuur_CROSS RIVER,Eyowo,1,YAKURR/ABI,86,CROSS RIVER Central,25,South-South,5,
186,186,Yala,10,9,CROSS RIVER,Yala_CROSS RIVER,Eyowo,1,OGOJA/YALA,85,CROSS RIVER North,26,South-South,5,
195,187,Aniocha North,11,10,DELTA,Aniocha North_DELTA,Eyowo,1,ANIOCHA NORTH/ANIOCHA SOUTH/OSHIMILI NORTH/OSHIMILI SOUTH,87,DELTA North,29,South-South,5,
196,188,Aniocha South,11,10,DELTA,Aniocha South_DELTA,Eyowo,1,ANIOCHA NORTH/ANIOCHA SOUTH/OSHIMILI NORTH/OSHIMILI SOUTH,87,DELTA North,29,South-South,5,
203,189,Bomadi,11,10,DELTA,Bomadi_DELTA,Eyowo,1,BOMADI/PATANI,88,DELTA South,30,South-South,5,
204,190,Burutu,11,10,DELTA,Burutu_DELTA,Eyowo,1,BURUTU,89,DELTA South,30,South-South,5,
208,191,Ethiope East,11,10,DELTA,Ethiope East_DELTA,Eyowo,1,ETHIOPE EAST/ETHIOPE WEST,90,DELTA Central,28,South-South,5,
207,192,Ethiope West,11,10,DELTA,Ethiope West_DELTA,Eyowo,1,ETHIOPE EAST/ETHIOPE WEST,90,DELTA Central,28,South-South,5,
198,193,Ika North East,11,10,DELTA,Ika North East_DELTA,Eyowo,1,IKA NORTH EAST/IKA SOUTH,91,DELTA North,29,South-South,5,
197,194,Ika South,11,10,DELTA,Ika South_DELTA,Eyowo,1,IKA NORTH EAST/IKA SOUTH,91,DELTA North,29,South-South,5,
202,195,Isoko North,11,10,DELTA,Isoko North_DELTA,Eyowo,1,ISOKO NORTH/ISOKO SOUTH,92,DELTA South,30,South-South,5,
201,196,Isoko South,11,10,DELTA,Isoko South_DELTA,Eyowo,1,ISOKO NORTH/ISOKO SOUTH,92,DELTA South,30,South-South,5,
200,197,Ndokwa East,11,10,DELTA,Ndokwa East_DELTA,Eyowo,1,NDOKWA EAST/NDOKWA WEST/UKWANI,93,DELTA North,29,South-South,5,
199,198,Ndokwa West,11,10,DELTA,Ndokwa West_DELTA,Eyowo,1,NDOKWA EAST/NDOKWA WEST/UKWANI,93,DELTA North,29,South-South,5,
210,199,Okpe,11,10,DELTA,Okpe_DELTA,Eyowo,1,OKPE/SAPELE/UVWIE,94,DELTA Central,28,South-South,5,
217,200,Oshimili North,11,10,DELTA,Oshimili North_DELTA,Eyowo,1,ANIOCHA NORTH/ANIOCHA SOUTH/OSHIMILI NORTH/OSHIMILI SOUTH,87,DELTA North,29,South-South,5,
194,201,Oshimili South,11,10,DELTA,Oshimili South_DELTA,Eyowo,1,ANIOCHA NORTH/ANIOCHA SOUTH/OSHIMILI NORTH/OSHIMILI SOUTH,87,DELTA North,29,South-South,5,
218,202,Patani,11,10,DELTA,Patani_DELTA,Eyowo,1,BOMADI/PATANI,88,DELTA South,30,South-South,5,
209,203,Sapele,11,10,DELTA,Sapele_DELTA,Eyowo,1,OKPE/SAPELE/UVWIE,94,DELTA Central,28,South-South,5,
214,204,Udu,11,10,DELTA,Udu_DELTA,Eyowo,1,UGHELLI NORTH/UGHELLI SOUTH/UDU,95,DELTA Central,28,South-South,5,
206,205,Ughelli North,11,10,DELTA,Ughelli North_DELTA,Eyowo,1,UGHELLI NORTH/UGHELLI SOUTH/UDU,95,DELTA Central,28,South-South,5,
205,206,Ughelli South,11,10,DELTA,Ughelli South_DELTA,Eyowo,1,UGHELLI NORTH/UGHELLI SOUTH/UDU,95,DELTA Central,28,South-South,5,
216,207,Ukwuani,11,10,DELTA,Ukwuani_DELTA,Eyowo,1,NDOKWA EAST/NDOKWA WEST/UKWANI,93,DELTA North,29,South-South,5,
213,208,Uvwie,11,10,DELTA,Uvwie_DELTA,Eyowo,1,OKPE/SAPELE/UVWIE,94,DELTA Central,28,South-South,5,
211,209,Warri North,11,10,DELTA,Warri North_DELTA,Eyowo,1,WARRI NORTH/WARRI SOUTH/WARRI SOUTH-WEST,96,DELTA South,30,South-South,5,
212,210,Warri South,11,10,DELTA,Warri South_DELTA,Eyowo,1,WARRI NORTH/WARRI SOUTH/WARRI SOUTH-WEST,96,DELTA South,30,South-South,5,
215,211,Warri South West,11,10,DELTA,Warri South West_DELTA,Eyowo,1,WARRI NORTH/WARRI SOUTH/WARRI SOUTH-WEST,96,DELTA South,30,South-South,5,
223,212,Abakaliki,12,11,EBONYI,Abakaliki_EBONYI,Aku,2,ABAKALIKI/IZZI,97,EBONYI North,32,South-East,4,
220,213,Afikpo North,12,11,EBONYI,Afikpo North_EBONYI,Aku,2,AFIKPO NORTH/AFIKPO SOUTH,98,EBONYI South,33,South-East,4,
219,214,Afikpo South (Edda),12,11,EBONYI,Afikpo South (Edda)_EBONYI,Aku,2,AFIKPO NORTH/AFIKPO SOUTH,98,EBONYI South,33,South-East,4,
229,215,Ebonyi,12,11,EBONYI,Ebonyi_EBONYI,Aku,2,OHAUKWU/EBONYI,102,EBONYI North,32,South-East,4,
226,216,Ezza North,12,11,EBONYI,Ezza North_EBONYI,Aku,2,EZZA NORTH/ISHIELU,99,EBONYI Central,31,South-East,4,
227,217,Ezza South,12,11,EBONYI,Ezza South_EBONYI,Aku,2,IKWO/EZZA SOUTH,100,EBONYI Central,31,South-East,4,
225,218,Ikwo,12,11,EBONYI,Ikwo_EBONYI,Aku,2,IKWO/EZZA SOUTH,100,EBONYI Central,31,South-East,4,
224,219,Ishielu,12,11,EBONYI,Ishielu_EBONYI,Aku,2,EZZA NORTH/ISHIELU,99,EBONYI Central,31,South-East,4,
230,220,Ivo,12,11,EBONYI,Ivo_EBONYI,Aku,2,IVO/OHAOZARA/ONICHA,101,EBONYI South,33,South-East,4,
772,221,Izzi,12,11,EBONYI,Izzi_EBONYI,Aku,2,ABAKALIKI/IZZI,97,EBONYI North,32,South-East,4,
222,222,Ohaozara,12,11,EBONYI,Ohaozara_EBONYI,Aku,2,IVO/OHAOZARA/ONICHA,101,EBONYI South,33,South-East,4,
228,223,Ohaukwu,12,11,EBONYI,Ohaukwu_EBONYI,Aku,2,OHAUKWU/EBONYI,102,EBONYI North,32,South-East,4,
221,224,Onicha,12,11,EBONYI,Onicha_EBONYI,Aku,2,IVO/OHAOZARA/ONICHA,101,EBONYI South,33,South-East,4,
773,225,Akoko-Edo,13,12,EDO,Akoko-Edo_EDO,Eyowo,1,AKOKO-EDO,103,EDO North,35,South-South,5,
234,226,Egor,13,12,EDO,Egor_EDO,Eyowo,1,EGOR/IKPOBA-OKHA,105,EDO South,36,South-South,5,
232,227,Esan Central,13,12,EDO,Esan Central_EDO,Eyowo,1,ESAN CENTRAL/ESAN WEST/IGUEBEN,106,EDO Central,34,South-South,5,
231,228,Esan North-East,13,12,EDO,Esan North-East_EDO,Eyowo,1,ESAN NORTH-EAST/ESAN SOUTH-EAST,107,EDO Central,34,South-South,5,
245,229,Esan South-East,13,12,EDO,Esan South-East_EDO,Eyowo,1,ESAN NORTH-EAST/ESAN SOUTH-EAST,107,EDO Central,34,South-South,5,
233,230,Esan West,13,12,EDO,Esan West_EDO,Eyowo,1,ESAN CENTRAL/ESAN WEST/IGUEBEN,106,EDO Central,34,South-South,5,
237,231,Etsako Central,13,12,EDO,Etsako Central_EDO,Eyowo,1,ETSAKO EAST/ETSAKO WEST/ETSAKO CENTRAL,108,EDO North,35,South-South,5,
244,232,Etsako East,13,12,EDO,Etsako East_EDO,Eyowo,1,ETSAKO EAST/ETSAKO WEST/ETSAKO CENTRAL,108,EDO North,35,South-South,5,
774,233,Etsako West,13,12,EDO,Etsako West_EDO,Eyowo,1,ETSAKO EAST/ETSAKO WEST/ETSAKO CENTRAL,108,EDO North,35,South-South,5,
238,234,Igueben,13,12,EDO,Igueben_EDO,Eyowo,1,ESAN CENTRAL/ESAN WEST/IGUEBEN,106,EDO Central,34,South-South,5,
235,235,Ikpoba Okha,13,12,EDO,Ikpoba Okha_EDO,Eyowo,1,EGOR/IKPOBA-OKHA,105,EDO South,36,South-South,5,
239,236,Oredo,13,12,EDO,Oredo_EDO,Eyowo,1,OREDO,109,EDO South,36,South-South,5,
242,237,Orhionmwon,13,12,EDO,Orhionmwon_EDO,Eyowo,1,ORHIONMWON/UHUNMWODE,110,EDO South,36,South-South,5,
241,238,Ovia North-East,13,12,EDO,Ovia North-East_EDO,Eyowo,1,OVIA SOUTH-WEST/OVIA NORTH-EAST,111,EDO South,36,South-South,5,
240,239,Ovia South-West,13,12,EDO,Ovia South-West_EDO,Eyowo,1,OVIA SOUTH-WEST/OVIA NORTH-EAST,111,EDO South,36,South-South,5,
775,240,Owan East,13,12,EDO,Owan East_EDO,Eyowo,1,OWAN WEST/OWAN EAST,112,EDO North,35,South-South,5,
776,241,Owan West,13,12,EDO,Owan West_EDO,Eyowo,1,OWAN WEST/OWAN EAST,112,EDO North,35,South-South,5,
243,242,Uhunmwonde,13,12,EDO,Uhunmwonde_EDO,Eyowo,1,ORHIONMWON/UHUNMWODE,110,EDO South,36,South-South,5,
246,243,Ado Ekiti,14,13,EKITI,Ado Ekiti_EKITI,Eyowo,1,ADO EKITI/IREPODUN/IFELODUN,113,EKITI Central,37,South-West,6,
259,244,Efon,14,13,EKITI,Efon_EKITI,Eyowo,1,IJERO/EKITI-WEST/EFON,117,EKITI Central,37,South-West,6,
247,245,Ekiti East,14,13,EKITI,Ekiti East_EKITI,Eyowo,1,EMURE/GBONYIN/EKITI EAST,115,EKITI South,39,South-West,6,
250,246,Ekiti South-West,14,13,EKITI,Ekiti South-West_EKITI,Eyowo,1,EKITI SOUTH-WEST/IKERE/ISE ORUN,114,EKITI South,39,South-West,6,
248,247,Ekiti West,14,13,EKITI,Ekiti West_EKITI,Eyowo,1,IJERO/EKITI-WEST/EFON,117,EKITI Central,37,South-West,6,
249,248,Emure,14,13,EKITI,Emure_EKITI,Eyowo,1,EMURE/GBONYIN/EKITI EAST,115,EKITI South,39,South-West,6,
258,249,Gbonyin,14,13,EKITI,Gbonyin_EKITI,Eyowo,1,EMURE/GBONYIN/EKITI EAST,115,EKITI South,39,South-West,6,
254,250,Ido Osi,14,13,EKITI,Ido Osi_EKITI,Eyowo,1,IDO/OSI/MOBA/ILEJEME,116,EKITI North,38,South-West,6,
253,251,Ijero,14,13,EKITI,Ijero_EKITI,Eyowo,1,IJERO/EKITI-WEST/EFON,117,EKITI Central,37,South-West,6,
251,252,Ikere,14,13,EKITI,Ikere_EKITI,Eyowo,1,EKITI SOUTH-WEST/IKERE/ISE ORUN,114,EKITI South,39,South-West,6,
256,253,Ikole,14,13,EKITI,Ikole_EKITI,Eyowo,1,IKOLE/OYE,118,EKITI North,38,South-West,6,
261,254,Ilejemeje,14,13,EKITI,Ilejemeje_EKITI,Eyowo,1,IDO/OSI/MOBA/ILEJEME,116,EKITI North,38,South-West,6,
252,255,Irepodun/Ifelodun,14,13,EKITI,Irepodun/Ifelodun_EKITI,Eyowo,1,ADO EKITI/IREPODUN/IFELODUN,113,EKITI Central,37,South-West,6,
260,256,Ise/Orun,14,13,EKITI,Ise/Orun_EKITI,Eyowo,1,EKITI SOUTH-WEST/IKERE/ISE ORUN,114,EKITI South,39,South-West,6,
257,257,Moba,14,13,EKITI,Moba_EKITI,Eyowo,1,IDO/OSI/MOBA/ILEJEME,116,EKITI North,38,South-West,6,
255,258,Oye,14,13,EKITI,Oye_EKITI,Eyowo,1,IKOLE/OYE,118,EKITI North,38,South-West,6,
275,259,Aninri,15,14,ENUGU,Aninri_ENUGU,Aku,2,ANINRI/AGWU/OJI-RIVER,119,ENUGU West,42,South-East,4,
266,260,Awgu,15,14,ENUGU,Awgu_ENUGU,Aku,2,ANINRI/AGWU/OJI-RIVER,119,ENUGU West,42,South-East,4,
274,261,Enugu East,15,14,ENUGU,Enugu East_ENUGU,Aku,2,ENUGU EAST/ISI-UZO,120,ENUGU East,40,South-East,4,
264,262,Enugu North,15,14,ENUGU,Enugu North_ENUGU,Aku,2,ENUGU NORTH/ENUGU SOUTH,121,ENUGU East,40,South-East,4,
262,263,Enugu South,15,14,ENUGU,Enugu South_ENUGU,Aku,2,ENUGU NORTH/ENUGU SOUTH,121,ENUGU East,40,South-East,4,
268,264,Ezeagu,15,14,ENUGU,Ezeagu_ENUGU,Aku,2,EZEAGU/UDI,122,ENUGU West,42,South-East,4,
272,265,Igbo Etiti,15,14,ENUGU,Igbo Etiti_ENUGU,Aku,2,IGBO-ETITI/UZO-UWANI,123,ENUGU North,41,South-East,4,
269,266,Igbo Eze North,15,14,ENUGU,Igbo Eze North_ENUGU,Aku,2,UDENU/IGBO-EZE NORTH,126,ENUGU North,41,South-East,4,
263,267,Igbo Eze South,15,14,ENUGU,Igbo Eze South_ENUGU,Aku,2,NSUKKA/IGBO-EZE SOUTH,125,ENUGU North,41,South-East,4,
270,268,Isi Uzo,15,14,ENUGU,Isi Uzo_ENUGU,Aku,2,ENUGU EAST/ISI-UZO,120,ENUGU East,40,South-East,4,
276,269,Nkanu East,15,14,ENUGU,Nkanu East_ENUGU,Aku,2,NKANU EAST/NKANU WEST,124,ENUGU East,40,South-East,4,
265,270,Nkanu West,15,14,ENUGU,Nkanu West_ENUGU,Aku,2,NKANU EAST/NKANU WEST,124,ENUGU East,40,South-East,4,
271,271,Nsukka,15,14,ENUGU,Nsukka_ENUGU,Aku,2,NSUKKA/IGBO-EZE SOUTH,125,ENUGU North,41,South-East,4,
267,272,Oji River,15,14,ENUGU,Oji River_ENUGU,Aku,2,ANINRI/AGWU/OJI-RIVER,119,ENUGU West,42,South-East,4,
277,273,Udenu,15,14,ENUGU,Udenu_ENUGU,Aku,2,UDENU/IGBO-EZE NORTH,126,ENUGU North,41,South-East,4,
777,274,Udi,15,14,ENUGU,Udi_ENUGU,Aku,2,EZEAGU/UDI,122,ENUGU West,42,South-East,4,
273,275,Uzo Uwani,15,14,ENUGU,Uzo Uwani_ENUGU,Aku,2,IGBO-ETITI/UZO-UWANI,123,ENUGU North,41,South-East,4,
22,276,Abaji,2,37,FCT,Abaji_FCT,Eyowo,1,ABAJI/GWAGWALADA/KWALI/KUJE,9,FCT,43,North-Central,1,
24,277,Bwari,2,37,FCT,Bwari_FCT,Eyowo,1,ABUJA MUNICIPAL/BWARI,10,FCT,43,North-Central,1,
20,278,Gwagwalada,2,37,FCT,Gwagwalada_FCT,Eyowo,1,ABAJI/GWAGWALADA/KWALI/KUJE,9,FCT,43,North-Central,1,
21,279,Kuje,2,37,FCT,Kuje_FCT,Aku,2,ABAJI/GWAGWALADA/KWALI/KUJE,9,FCT,43,North-Central,1,
25,280,Kwali,2,37,FCT,Kwali_FCT,Aku,2,ABAJI/GWAGWALADA/KWALI/KUJE,9,FCT,43,North-Central,1,
23,281,Municipal Area Council,2,37,FCT,Municipal Area Council_FCT,Aku,2,ABUJA MUNICIPAL/BWARI,10,FCT,43,North-Central,1,
278,282,Akko,16,15,GOMBE,Akko_GOMBE,Aku,2,AKKO ,127,GOMBE Central,44,North-East,2,
279,283,Balanga,16,15,GOMBE,Balanga_GOMBE,Aku,2,BALANGA/BILLIRI,128,GOMBE South,46,North-East,2,
280,284,Billiri,16,15,GOMBE,Billiri_GOMBE,Aku,2,BALANGA/BILLIRI,128,GOMBE South,46,North-East,2,
281,285,Dukku,16,15,GOMBE,Dukku_GOMBE,Aku,2,DUKKU/NAFADA,129,GOMBE North,45,North-East,2,
285,286,Funakaye,16,15,GOMBE,Funakaye_GOMBE,Aku,2,GOMBE/KWAMI/FUNAKAYE,130,GOMBE North,45,North-East,2,
286,287,Gombe,16,15,GOMBE,Gombe_GOMBE,Aku,2,GOMBE/KWAMI/FUNAKAYE,130,GOMBE North,45,North-East,2,
282,288,Kaltungo,16,15,GOMBE,Kaltungo_GOMBE,Aku,2,KALTUNGO/SHONGOM,131,GOMBE Central,44,North-East,2,
283,289,Kwami,16,15,GOMBE,Kwami_GOMBE,Aku,2,GOMBE/KWAMI/FUNAKAYE,130,GOMBE North,45,North-East,2,
287,290,Nafada/Bajoga,16,15,GOMBE,Nafada/Bajoga_GOMBE,Aku,2,DUKKU/NAFADA,129,GOMBE North,45,North-East,2,
284,291,Shongom,16,15,GOMBE,Shongom_GOMBE,Aku,2,KALTUNGO/SHONGOM,131,GOMBE Central,44,North-East,2,
288,292,Yamaltu/Deba,16,15,GOMBE,Yamaltu/Deba_GOMBE,Aku,2,YAMALTU/DEBA,132,GOMBE Central,44,North-East,2,
289,293,Aboh Mbaise,17,16,IMO,Aboh Mbaise_IMO,Aku,2,ABOH MBIASE/NGOR OKPALA,133,IMO East,47,South-East,4,
290,294,Ahiazu Mbaise,17,16,IMO,Ahiazu Mbaise_IMO,Aku,2,AHIAZU MBIASE/EZINIHITTE,134,IMO East,47,South-East,4,
291,295,Ehime Mbano,17,16,IMO,Ehime Mbano_IMO,Aku,2,EHIME MBANO/IHITTE-UBOMA/OBOWO,135,IMO North,48,South-East,4,
292,296,Ezinihitte,17,16,IMO,Ezinihitte_IMO,Aku,2,AHIAZU MBIASE/EZINIHITTE,134,IMO East,47,South-East,4,
293,297,Ideato North,17,16,IMO,Ideato North_IMO,Aku,2,IDEATO NORTH/IDEATO SOUTH,136,IMO West,49,South-East,4,
294,298,Ideato South,17,16,IMO,Ideato South_IMO,Aku,2,IDEATO NORTH/IDEATO SOUTH,136,IMO West,49,South-East,4,
295,299,Ihitte/Uboma,17,16,IMO,Ihitte/Uboma_IMO,Aku,2,EHIME MBANO/IHITTE-UBOMA/OBOWO,135,IMO North,48,South-East,4,
296,300,Ikeduru,17,16,IMO,Ikeduru_IMO,Aku,2,MBAITOLI/IKEDURU,139,IMO East,47,South-East,4,
297,301,Isiala Mbano,17,16,IMO,Isiala Mbano_IMO,Aku,2,ISIALA MBANO/OKIGWE/ONUIMO,137,IMO North,48,South-East,4,
298,302,Isu,17,16,IMO,Isu_IMO,Aku,2,ISU/NJABA/NKWERRE/NWANGELE,138,IMO West,49,South-East,4,
299,303,Mbaitoli,17,16,IMO,Mbaitoli_IMO,Aku,2,MBAITOLI/IKEDURU,139,IMO East,47,South-East,4,
301,304,Ngor Okpala,17,16,IMO,Ngor Okpala_IMO,Aku,2,ABOH MBIASE/NGOR OKPALA,133,IMO East,47,South-East,4,
302,305,Njaba,17,16,IMO,Njaba_IMO,Aku,2,ISU/NJABA/NKWERRE/NWANGELE,138,IMO West,49,South-East,4,
304,306,Nkwerre,17,16,IMO,Nkwerre_IMO,Aku,2,ISU/NJABA/NKWERRE/NWANGELE,138,IMO West,49,South-East,4,
303,307,Nwangele,17,16,IMO,Nwangele_IMO,Aku,2,ISU/NJABA/NKWERRE/NWANGELE,138,IMO West,49,South-East,4,
305,308,Obowo,17,16,IMO,Obowo_IMO,Aku,2,EHIME MBANO/IHITTE-UBOMA/OBOWO,135,IMO North,48,South-East,4,
306,309,Oguta,17,16,IMO,Oguta_IMO,Aku,2,OGUTA/OHAJI-EGBEMA/ORU WEST,140,IMO West,49,South-East,4,
307,310,Ohaji/Egbema,17,16,IMO,Ohaji/Egbema_IMO,Aku,2,OGUTA/OHAJI-EGBEMA/ORU WEST,140,IMO West,49,South-East,4,
308,311,Okigwe,17,16,IMO,Okigwe_IMO,Aku,2,ISIALA MBANO/OKIGWE/ONUIMO,137,IMO North,48,South-East,4,
778,312,Onuimo,17,16,IMO,Onuimo_IMO,Aku,2,ISIALA MBANO/OKIGWE/ONUIMO,137,IMO North,48,South-East,4,
309,313,Orlu,17,16,IMO,Orlu_IMO,Aku,2,ORLU/ORU EAST/ORSU,141,IMO West,49,South-East,4,
310,314,Orsu,17,16,IMO,Orsu_IMO,Aku,2,ORLU/ORU EAST/ORSU,141,IMO West,49,South-East,4,
311,315,Oru East,17,16,IMO,Oru East_IMO,Aku,2,ORLU/ORU EAST/ORSU,141,IMO West,49,South-East,4,
312,316,Oru West,17,16,IMO,Oru West_IMO,Aku,2,OGUTA/OHAJI-EGBEMA/ORU WEST,140,IMO West,49,South-East,4,
313,317,Owerri Municipal,17,16,IMO,Owerri Municipal_IMO,Aku,2,OWERRI MUNICIPAL/OWERRI NORTH/OWERRI WEST,142,IMO East,47,South-East,4,
314,318,Owerri North,17,16,IMO,Owerri North_IMO,Aku,2,OWERRI MUNICIPAL/OWERRI NORTH/OWERRI WEST,142,IMO East,47,South-East,4,
315,319,Owerri West,17,16,IMO,Owerri West_IMO,Aku,2,OWERRI MUNICIPAL/OWERRI NORTH/OWERRI WEST,142,IMO East,47,South-East,4,
316,320,Auyo,18,17,JIGAWA,Auyo_JIGAWA,Aku,2,HADEJIA/KAFIN HAUSA/AUYO,149,JIGAWA North-East,50,North-West,3,
317,321,Babura,18,17,JIGAWA,Babura_JIGAWA,Aku,2,BABURA/GARKI,143,JIGAWA North-West,51,North-West,3,
319,322,Biriniwa,18,17,JIGAWA,Biriniwa_JIGAWA,Aku,2,BIRNIWA/GURI/KIRIKA-SAMMA,145,JIGAWA North-East,50,North-West,3,
318,323,Birnin Kudu,18,17,JIGAWA,Birnin Kudu_JIGAWA,Aku,2,BIRNIN-KUDU/BUJI,144,JIGAWA South-West,52,North-West,3,
320,324,Buji,18,17,JIGAWA,Buji_JIGAWA,Aku,2,BIRNIN-KUDU/BUJI,144,JIGAWA South-West,52,North-West,3,
321,325,Dutse,18,17,JIGAWA,Dutse_JIGAWA,Aku,2,DUTSE/KIYAWA,146,JIGAWA South-West,52,North-West,3,
322,326,Gagarawa,18,17,JIGAWA,Gagarawa_JIGAWA,Aku,2,GUMEL/MAIGATARI/SULE TANKARKAR/GAGARAWA,147,JIGAWA North-West,51,North-West,3,
323,327,Garki,18,17,JIGAWA,Garki_JIGAWA,Aku,2,BABURA/GARKI,143,JIGAWA North-West,51,North-West,3,
324,328,Gumel,18,17,JIGAWA,Gumel_JIGAWA,Aku,2,GUMEL/MAIGATARI/SULE TANKARKAR/GAGARAWA,147,JIGAWA North-West,51,North-West,3,
325,329,Guri,18,17,JIGAWA,Guri_JIGAWA,Aku,2,BIRNIWA/GURI/KIRIKA-SAMMA,145,JIGAWA North-East,50,North-West,3,
326,330,Gwaram,18,17,JIGAWA,Gwaram_JIGAWA,Aku,2,GWARAM,148,JIGAWA South-West,52,North-West,3,
327,331,Gwiwa,18,17,JIGAWA,Gwiwa_JIGAWA,Aku,2,KAZAURE/RONI/GWIWA/YANKWASHI,151,JIGAWA North-West,51,North-West,3,
328,332,Hadejia,18,17,JIGAWA,Hadejia_JIGAWA,Aku,2,HADEJIA/KAFIN HAUSA/AUYO,149,JIGAWA North-East,50,North-West,3,
329,333,Jahun,18,17,JIGAWA,Jahun_JIGAWA,Aku,2,JAHUN/MIGA,150,JIGAWA South-West,52,North-West,3,
330,334,Kafin Hausa,18,17,JIGAWA,Kafin Hausa_JIGAWA,Aku,2,HADEJIA/KAFIN HAUSA/AUYO,149,JIGAWA North-East,50,North-West,3,
779,335,Kaugama,18,17,JIGAWA,Kaugama_JIGAWA,Aku,2,MALLAM MADORI/KAUGAMA,152,JIGAWA North-East,50,North-West,3,
331,336,Kazaure,18,17,JIGAWA,Kazaure_JIGAWA,Aku,2,KAZAURE/RONI/GWIWA/YANKWASHI,151,JIGAWA North-West,51,North-West,3,
332,337,Kiri Kasama,18,17,JIGAWA,Kiri Kasama_JIGAWA,Aku,2,BIRNIWA/GURI/KIRIKA-SAMMA,145,JIGAWA North-East,50,North-West,3,
333,338,Kiyawa,18,17,JIGAWA,Kiyawa_JIGAWA,Aku,2,DUTSE/KIYAWA,146,JIGAWA South-West,52,North-West,3,
334,339,Maigatari,18,17,JIGAWA,Maigatari_JIGAWA,Aku,2,GUMEL/MAIGATARI/SULE TANKARKAR/GAGARAWA,147,JIGAWA North-West,51,North-West,3,
335,340,Malam Madori,18,17,JIGAWA,Malam Madori_JIGAWA,Aku,2,MALLAM MADORI/KAUGAMA,152,JIGAWA North-East,50,North-West,3,
336,341,Miga,18,17,JIGAWA,Miga_JIGAWA,Aku,2,JAHUN/MIGA,150,JIGAWA South-West,52,North-West,3,
337,342,Ringim,18,17,JIGAWA,Ringim_JIGAWA,Aku,2,RINGIM/TAURA,153,JIGAWA North-West,51,North-West,3,
338,343,Roni,18,17,JIGAWA,Roni_JIGAWA,Aku,2,KAZAURE/RONI/GWIWA/YANKWASHI,151,JIGAWA North-West,51,North-West,3,
339,344,Sule Tankarkar,18,17,JIGAWA,Sule Tankarkar_JIGAWA,Aku,2,GUMEL/MAIGATARI/SULE TANKARKAR/GAGARAWA,147,JIGAWA North-West,51,North-West,3,
340,345,Taura,18,17,JIGAWA,Taura_JIGAWA,Aku,2,RINGIM/TAURA,153,JIGAWA North-West,51,North-West,3,
341,346,Yankwashi,18,17,JIGAWA,Yankwashi_JIGAWA,Aku,2,KAZAURE/RONI/GWIWA/YANKWASHI,151,JIGAWA North-West,51,North-West,3,
342,347,Birnin Gwari,19,18,KADUNA,Birnin Gwari_KADUNA,Aku,2,BIRNIN-GWARI/GIWA,154,KADUNA Central,53,North-West,3,
343,348,Chikun,19,18,KADUNA,Chikun_KADUNA,Aku,2,CHIKUM/KAJURU,155,KADUNA Central,53,North-West,3,
344,349,Giwa,19,18,KADUNA,Giwa_KADUNA,Aku,2,BIRNIN-GWARI/GIWA,154,KADUNA Central,53,North-West,3,
345,350,Igabi,19,18,KADUNA,Igabi_KADUNA,Aku,2,IGABI,156,KADUNA Central,53,North-West,3,
346,351,Ikara,19,18,KADUNA,Ikara_KADUNA,Eyowo,1,IKARA/KUBAU,157,KADUNA North,54,North-West,3,
347,352,Jaba,19,18,KADUNA,Jaba_KADUNA,Eyowo,1,ZANGON KATAF/JABA,168,KADUNA South,55,North-West,3,
